timestamp,request_rate,cpu_usage,latency_p95,error_rate,replica_count,session_id
1778274210.0,2.033333333333333,0.2543950463399346,0.2443,0.0,2.0,eval_test_0_1778272232
1778274240.0,2.7333333333333334,0.2376405856466413,0.2391666666666666,0.0,2.0,eval_test_0_1778272232
1778274270.0,2.1000000000000005,0.224809375321591,0.2417924528301886,0.0,2.0,eval_test_0_1778272232
1778274300.0,1.7000000000000002,0.25473101722497066,0.24170212765957447,0.0,2.0,eval_test_0_1778272232
1778274330.0,1.7666666666666668,0.23514306271450525,0.2489772727272727,0.0,2.0,eval_test_0_1778272232
1778274360.0,1.3666666666666667,0.19444200433837874,0.23895833333333333,0.0,2.0,eval_test_0_1778272232
1778274390.0,1.6666666666666667,0.11981136328761102,0.23928571428571427,0.0,2.0,eval_test_0_1778272232
1778274420.0,1.2000000000000002,0.036819598496654254,0.23875,0.0,2.0,eval_test_0_1778272232
1778274450.0,0.8333333333333334,0.08905698232813476,0.23618421052631577,0.0,2.0,eval_test_0_1778272232
1778274480.0,1.2666666666666666,0.029868795360324024,0.23863636363636362,0.0,2.0,eval_test_0_1778272232
1778274510.0,1.6,0.15627616411478282,0.23988372093023255,0.0,2.0,eval_test_0_1778272232
1778274540.0,1.1333333333333333,0.13024498700153067,0.23722222222222222,0.0,2.0,eval_test_0_1778272232
1778274570.0,2.366666666666667,0.0103318916085002,0.2418303571428571,0.0,1.0,eval_test_0_1778272232
1778274600.0,1.2666666666666668,0.16758452262595863,0.24892857142857142,0.0,1.0,eval_test_0_1778272232
